,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000187961.15,671.163801883415,-0.160516333789086,0.123206049592297,-1.30282834585033,0.192633371116431,0.648684507910166
ENSG00000187583.11,244.596909801616,-0.188028810879174,0.15529781985797,-1.2107627206302,0.225986356530588,0.689301829717114
ENSG00000187642.10,1.98879178438613,1.59352613615419,1.81389493576674,0.878510714558341,0.379666625701915,NA
ENSG00000272512.1,46.5259395485631,-0.582690762458153,0.369078313923923,-1.57877268990196,0.114388204890705,0.502692273613345
ENSG00000188290.11,977.82759275178,-0.0357336792572995,0.212658284716688,-0.16803332776292,0.866557060071495,0.984740264643688
ENSG00000187608.10,1191.29792759139,0.393730786348146,0.121323550156517,3.24529562348119,0.00117328751410391,0.0234781600538619
ENSG00000224969.1,11.2499624831508,-0.998853649487275,0.643209661579689,-1.55292078019186,0.120442061658338,NA
ENSG00000188157.15,113848.446859275,-0.125577755263406,0.102554668608211,-1.22449574424691,0.220765270765701,0.683575384792957
ENSG00000291156.1,122.044878112866,0.00575940070089615,0.21691373191073,0.026551572600606,0.978817399092386,0.997058171450693
ENSG00000273443.1,4.18088408788894,0.132169254463486,1.12876240976366,0.117092182836918,0.906787004316273,NA
ENSG00000217801.13,12.6457990914477,-0.105610429508212,0.657550484632443,-0.160611895172195,0.872399085543872,NA
ENSG00000237330.3,70.4149353508051,-0.0406332132443214,0.2913182086386,-0.13948051319624,0.889070453627993,0.987711311338579
ENSG00000131591.18,1928.05807659448,-0.105652090754334,0.148408379163256,-0.711901116028708,0.47652601102621,0.882655208263111
ENSG00000285812.1,21.4273336029034,-0.453643467861594,0.500525314882067,-0.906334713496921,0.364758717123841,0.817798566825323
ENSG00000272141.1,12.0827887458125,0.55899923074227,0.622389853677441,0.898149652407374,0.369105770906521,NA
ENSG00000205231.1,20.569009425901,0.990828081572421,0.655276428502206,1.51207648936373,0.130514405081411,0.537674156035534
ENSG00000162571.14,26.0611075246696,0.973471432494459,0.434074447655628,2.24263703554087,0.0249202299560799,0.207528973835926
ENSG00000186891.14,5.37685878041302,1.86296826654128,1.01473214274666,1.83592121315743,0.0663693098311256,NA
ENSG00000186827.12,4.38167394803144,0.534530239814531,0.990583879900449,0.539611284476232,0.589465132781716,NA
ENSG00000078808.20,21441.9588665729,-0.118392835813815,0.0941038681787965,-1.25810806829821,0.208352675808245,0.668006090932891
ENSG00000176022.7,5716.08248807809,-0.0594776518744425,0.107401149951601,-0.553789711760493,0.579722770118394,0.926036218101897
ENSG00000184163.3,55.744122039287,-0.127025922564232,0.344406979980104,-0.368825052766264,0.712258129751726,0.95586355159886
ENSG00000260179.1,11.4594244599587,-0.086007282861077,0.706606889628407,-0.121718715347238,0.903121790743569,NA
ENSG00000160087.21,6818.64717466106,-0.104531004247769,0.0964070698267885,-1.08426699862963,0.278246433084908,0.74714011943605
ENSG00000230415.1,10.5461561433611,0.764640416683379,0.664164781226209,1.1512811854788,0.249616574849511,NA
ENSG00000162572.21,96.9403570225396,0.226581844280272,0.270372976482572,0.838034359897938,0.402011406252929,0.843968463182659
ENSG00000131584.19,4880.33346782681,0.0514957659322518,0.0881249592718182,0.584349387026835,0.558985271295387,0.919781221932954
ENSG00000169972.13,1540.77660359925,-0.0200742112293848,0.151190218422773,-0.132774536863564,0.894371692674263,0.988339782510319
ENSG00000127054.22,9811.91730569839,0.0164936392156395,0.104963646958487,0.157136682018705,0.875137128603256,0.986803113862672
ENSG00000240731.1,99.8609812073464,-0.22193465607405,0.276941713698909,-0.801376770259094,0.422913559116468,0.856515189129664
ENSG00000224051.7,2449.90256870523,-0.0161759986124561,0.147995499580983,-0.109300611560858,0.912964061547364,0.990592409736879
ENSG00000169962.5,37.3772388397574,0.204686814496412,0.427050061491237,0.479304027686254,0.631722357256375,0.939539304840694
ENSG00000107404.21,6601.40440214889,0.00881149677779048,0.108356231824072,0.08131970473186,0.935187703776279,0.99487531282521
ENSG00000162576.17,3546.49257297297,0.557572524777194,0.316290993631383,1.7628466696937,0.0779263537089761,0.413853715306272
ENSG00000175756.14,8455.45734947627,-0.016638058476414,0.140591862122503,-0.118342969679971,0.905795911711355,0.989656934359772
ENSG00000223663.2,2.78360310867492,-3.8503470215064,2.07578543667547,-1.85488680741157,0.063612392278987,NA
ENSG00000221978.13,5401.792886606,-0.137556935991602,0.103132135499123,-1.33379315114416,0.182271656176682,0.633899638484781
ENSG00000224870.9,2603.75253187147,-0.0224607085498786,0.0881071284053468,-0.254924986847211,0.798781036982451,0.975210146699623
ENSG00000242485.6,8232.29266066668,-0.0851034380749714,0.0981257613699302,-0.867289454745067,0.38578343311668,0.834213917880857
ENSG00000272455.1,308.440058116767,-0.117185310259302,0.151137571321647,-0.775355255708798,0.438129766916814,0.86351950445809
ENSG00000235098.9,1029.06104299553,0.107592701950555,0.154023373935108,0.698547884010676,0.484834623044123,0.887290572740354
ENSG00000225905.1,9.67036027314719,0.155926775538323,0.670448654729621,0.23257079336106,0.816094708972336,NA
ENSG00000205116.4,271.619221560827,0.164087583097356,0.169056862479819,0.97060587006306,0.33174458172263,0.792015021729688
ENSG00000225285.1,74.0034792009095,-0.219280925930404,0.262617379890861,-0.834982536272096,0.40372754123874,0.844928988407021
ENSG00000179403.12,9171.06711531377,-0.240694143207889,0.105649570902799,-2.27823114804068,0.0227128093962934,0.195401519779356
ENSG00000215915.10,143.156530936227,-0.342148935164896,0.257836584851998,-1.32699917415248,0.184508955851924,0.638818902494574
ENSG00000160072.20,3248.57706650333,0.0314818694308683,0.107459007817311,0.292966314042188,0.769547900031998,0.967845352447032
ENSG00000197785.14,6249.10721858538,0.0190021022413566,0.134193073250594,0.14160270557238,0.887393829732551,0.987358478965147
ENSG00000205090.10,199.755218277735,0.160966355829088,0.269146177022485,0.598062947093768,0.549797932543776,0.916437285444716
ENSG00000160075.12,15803.1384000034,-0.0653725662001924,0.0903858083033034,-0.723261399409348,0.469519303090881,0.880054122024568
ENSG00000215014.5,88.5616866198,0.0459273941149474,0.287094918346324,0.159972856292583,0.872902456358697,0.986476949187122
ENSG00000228594.4,1125.4572887671,0.2227349299599,0.163085403111539,1.36575638107578,0.172015441323828,0.617741734148435
ENSG00000286989.1,11.6644583367086,-0.452836612409817,0.66654186393723,-0.679382101725664,0.49689578751118,NA
ENSG00000272106.1,312.486753959583,-0.213650625315391,0.154991131044076,-1.37847000583945,0.168058222272904,0.611337120035203
ENSG00000197530.13,2799.82026624245,-0.138777207610029,0.120899121756066,-1.14787606058905,0.251019732153673,0.717759599413879
ENSG00000189409.14,2.722877377642,-0.94427034185222,1.40412683148539,-0.672496473023951,0.501267684712422,NA
ENSG00000248333.9,5373.86706594767,0.075887959377539,0.0839183159841342,0.904307462412455,0.365832390907248,0.81828653129522
ENSG00000189339.12,12167.386278622,-0.0258904850817241,0.0784459946048446,-0.330042154633159,0.741368110242396,0.961903783782336
ENSG00000293187.1,105.746797801396,-0.155066051849582,0.267429897641431,-0.579838130355546,0.562023781316195,0.920894174708395
ENSG00000269737.3,33.595688934007,0.291626426176613,0.504840281658734,0.577660770686578,0.56349316938511,0.921619811940104
ENSG00000215914.4,4.14835695429598,0.168625033907885,1.51528706284211,0.111282566876541,0.911392279152232,NA
ENSG00000008128.23,133.465566605031,-0.126798076823072,0.250420113990609,-0.506341422829265,0.612616988545537,0.934997764897009
ENSG00000268575.1,168.887096434387,0.137993092045612,0.202090469247159,0.682828302391861,0.494715343345058,0.890763711951217
ENSG00000293188.1,287.25399288216,0.0868949594666087,0.169417002617435,0.512905777602667,0.608017231750798,0.934247387032329
ENSG00000290854.1,223.871011019794,0.132679276166536,0.167051425439034,0.79424210729024,0.427054499631471,0.857183769211766
ENSG00000008130.15,8538.05104294009,0.0150094924336228,0.0875541169396849,0.171431029839095,0.863884857629259,0.983584795591848
ENSG00000078369.19,82292.0294750161,0.00158893057508695,0.0732268946465941,0.0216987294457236,0.982688277290633,0.997058171450693
ENSG00000231050.3,14.9161163566504,-0.144191899053427,0.583711485965183,-0.247025975195607,0.8048881215975,0.976021672232163
ENSG00000169885.10,7.87593872921101,-1.81476712536277,0.900040934191708,-2.01631621009832,0.0437669209247961,NA
ENSG00000178821.13,385.843257235201,-0.014596633964453,0.18342263644281,-0.0795792397685011,0.936571907106096,0.995020589790079
ENSG00000142609.20,49.0940636057297,0.320507623573694,0.34597113809094,0.926399887985589,0.354238202302136,0.809102625802564
ENSG00000187730.9,1.84020815155263,-1.30751237607035,1.83009844882813,-0.714449201848998,0.474949456905092,NA
ENSG00000226969.1,1.87438912231268,0.329065366585488,1.50223930189645,0.219049898488258,0.82661117813015,NA
ENSG00000067606.17,5323.6183681683,-0.0052428073861143,0.0867536477528407,-0.0604332788524461,0.951810554393197,0.995167918052284
ENSG00000271806.1,3.74998028792181,0.589358297194797,1.55572709164598,0.37883141610091,0.704813056478194,NA
ENSG00000182873.5,360.605935601369,-0.0336695221227779,0.141791964398881,-0.237457194880668,0.812302123133798,0.977338379719537
ENSG00000162585.17,4775.09509065023,0.0204453114735716,0.153416840769409,0.133266409157139,0.893982692212283,0.988339782510319
ENSG00000157933.11,10900.8689052793,0.00248943501785495,0.0912566587552633,0.0272794889908389,0.97823681619439,0.996873377720933
ENSG00000287356.1,132.93089242894,-0.104825600836141,0.270450740822092,-0.387595909397406,0.698315096566616,0.955004419848356
ENSG00000116151.14,673.444399176791,-0.0281724297710628,0.133692844788535,-0.210725037795582,0.833101835941065,0.979735331425487
ENSG00000292993.1,261.953907172717,0.173591615547216,0.168434004008215,1.03062096379748,0.302718601295076,0.769967833237819
ENSG00000272420.1,8.12976577339142,0.0500386207998168,0.890578284743484,0.0561866616972696,0.955193106800792,NA
ENSG00000157916.20,11006.2540300678,-0.102628203823734,0.0679353295107066,-1.51067499875098,0.130871275272472,0.538241516948719
ENSG00000157911.11,2300.78050681404,-0.0187513201103898,0.126202958674534,-0.148580669639828,0.881884527075294,0.98685685711785
ENSG00000149527.18,23.2935221348073,0.72314331822478,0.45081784387801,1.60406986556739,0.108698653371386,0.491707855496384
ENSG00000157881.16,3133.88993608557,0.0690552426439288,0.0955697314537895,0.722563949835088,0.469947823122949,0.880054122024568
ENSG00000272449.3,48.575076326451,0.0109439478732888,0.361110559042425,0.0303063635201071,0.975822721550205,0.996638139132393
ENSG00000157873.18,61.2768388275374,-0.19191397373547,0.288322538340809,-0.6656225171985,0.505652410141651,0.896051612248842
ENSG00000225931.3,10.1783310639412,-0.249602394571526,0.794321738073212,-0.314233367422358,0.753343801710149,NA
ENSG00000228037.1,6.41983948470202,-0.760599227292607,0.910783203268272,-0.835104583135984,0.403658826420212,NA
ENSG00000289610.2,1.61072938565392,-3.01935033727438,1.90478785414011,-1.58513733207178,0.112935135170411,NA
ENSG00000157870.17,5726.53206102521,-0.0817183698998319,0.110224085147555,-0.741383970576273,0.458460660783985,0.87455413790507
ENSG00000169717.7,2.00546598368137,3.36700257261676,1.92427444517902,1.74975174723766,0.0801611601991335,NA
ENSG00000177133.14,1389.22952149038,0.11336157610361,0.148770962837955,0.761987244964503,0.446067616858118,0.868447804264072
ENSG00000142611.17,6750.18812102252,0.226454482781138,0.0748731995727039,3.0245065533929,0.00249039076267093,0.0406809436122015
ENSG00000226286.1,5.48552949389359,-0.767361471746048,1.17249343690859,-0.65446973739084,0.512809218019326,NA
ENSG00000279839.1,1.62037018914866,-1.21290511642838,1.71367794628113,-0.707778914387341,0.479082562505837,NA
ENSG00000272235.1,20.9684566933697,0.0381623933121045,0.541269582465357,0.0705053351387005,0.943791454293309,0.995167918052284
ENSG00000287828.1,30.1173287612655,-0.0396631970453781,0.442216980661977,-0.0896917096806285,0.928532204105858,0.99296528247659
ENSG00000286518.1,6.98778304977058,0.570794492074973,0.989010015774421,0.577137221030088,0.563846762097272,NA
ENSG00000130762.15,4649.6672542302,-0.0959522952888877,0.074776198118985,-1.28319301733162,0.199424461722314,0.658660922536594
ENSG00000272088.1,9.4593851735847,-0.762885422402375,0.792492577967379,-0.962640463282392,0.335727984063894,NA
ENSG00000162591.17,10378.0448951553,-0.123740562978953,0.123742417977259,-0.999985009196224,0.317317762588592,0.781736359443699
ENSG00000238260.3,14.2335161241639,-0.913560386256363,0.609252253942449,-1.49947805747906,0.133749656951716,0.544709219338973
ENSG00000158109.15,13012.0899424207,0.0154933088232125,0.0822604654893762,0.188344531374108,0.850606578961683,0.982024493219326
ENSG00000116213.16,2866.31158993722,-0.231071733693058,0.0917331912591942,-2.51895448660627,0.0117703870116439,0.124089931154671
ENSG00000078900.16,196.201054982897,-0.0990677067737322,0.175911295844179,-0.563168535018271,0.573320126549919,0.923980883886809
ENSG00000227589.1,2.84992619363431,2.92757668534747,1.56024464307868,1.87635746633346,0.0606062109417787,NA
ENSG00000293478.1,2672.64165398577,-0.0062022909554763,0.098226301684334,-0.0631428736409965,0.949652734164841,0.995167918052284
ENSG00000162592.10,11.9459596575253,0.208305844907376,0.598914397627042,0.347805706011917,0.727986104127143,NA
ENSG00000235169.11,247.196117418221,-0.0400113413801791,0.217606296798927,-0.18387032897835,0.854115181968911,0.982087700918679
ENSG00000130764.10,9695.14489114657,-0.0401213188844083,0.0913122185483242,-0.439386092269517,0.660381802158486,0.94653126236741
ENSG00000266075.2,6.24870925236655,-0.105295576445451,0.866659630372132,-0.121495882299535,0.903298275993628,NA
ENSG00000272153.1,29.1077924154402,-0.157213630731046,0.408102818979039,-0.385230445416554,0.700066688527406,0.955004419848356
ENSG00000116198.14,5729.83915525506,-0.00236742981817514,0.0780327931414287,-0.030338909103053,0.975796765867431,0.996638139132393
ENSG00000169598.17,1930.61907440622,-0.100771209148395,0.0859546965101496,-1.17237583564146,0.241046196746133,0.705841058179791
ENSG00000198912.12,3503.02220731785,-0.130561905404142,0.0897497999172586,-1.45473199410482,0.145743471586031,0.571508537484987
ENSG00000236423.8,53.8739458808563,-0.810627769269275,0.339938590509991,-2.38463002406739,0.0170963052947919,0.161283413186724
ENSG00000196581.11,68.5646794992276,0.103040555034192,0.288067194574049,0.357696249260708,0.720570640303528,0.95683302968137
ENSG00000131697.18,1528.4899840659,0.0614613325538939,0.101623537782299,0.604794262187153,0.54531570657403,0.915010969588745
ENSG00000069424.16,510.389593668123,0.345642024145058,0.206411266184695,1.67453080703347,0.0940263250552629,0.456350262500049
ENSG00000116254.18,17.9177094902458,0.30852722694592,0.496444150053405,0.621474191835537,0.534287670085136,0.909311473842146
ENSG00000116251.11,36987.0254348054,-0.0364136649900982,0.0791555179289089,-0.460026867903284,0.645496935360614,0.943028181254233
ENSG00000226944.1,41.1273993856686,0.0729485156772845,0.413947825752474,0.176226353030551,0.860116118040311,0.983239578826526
ENSG00000158286.13,505.128229205687,-0.130254903465107,0.164304136689228,-0.792767036118372,0.427913565312143,0.85780589072422
ENSG00000116237.16,28838.5802520418,-0.0460760577020508,0.0701020927826787,-0.657270787120289,0.511006816756248,0.898129848150451
ENSG00000225077.3,73.1553868855986,0.483325242207728,0.300446872763111,1.60868787803562,0.107684607722599,0.489627347894911
ENSG00000158292.7,1516.32329952057,0.0717729463578452,0.165694934501404,0.433163189772932,0.6648962189038,0.948010085749999
ENSG00000097021.21,14361.0892433842,-0.103523554770505,0.148274870366556,-0.698186783199203,0.48506039091553,0.887290572740354
ENSG00000271746.1,5.03758774810989,-0.270707706941803,1.30856601338095,-0.206873557905095,0.836108607539242,NA
ENSG00000069812.11,988.834190003968,-0.340010948304537,0.107881513814048,-3.15170724143343,0.001623189291567,0.0296577632544345
ENSG00000187017.18,1777.55245182516,-0.392567981873193,0.0907546585944842,-4.32559593031241,1.52120048350646e-05,0.000722778613293446
ENSG00000215788.11,422.252336862615,-0.0793450125249767,0.158758748764296,-0.499783559284518,0.617227488240053,0.935936781933267
ENSG00000171680.23,3498.16536852662,0.044097109188658,0.0928351077849718,0.475004664084598,0.634783648891094,0.940655547086644
ENSG00000162408.11,3595.32187829738,0.186009274624507,0.1079095945382,1.72375102900289,0.0847527985980632,0.433378226878673
ENSG00000173662.21,3.27831471778116,0.924614534626522,1.22248869329758,0.756337902915433,0.449446628536893,NA
ENSG00000204859.13,1621.56430445682,0.052762612021039,0.120811524037923,0.436734926085997,0.662303596914727,0.947317080588175
ENSG00000162413.17,6601.26346885896,-0.0181020872846516,0.105642195388942,-0.171352812368251,0.863946356209358,0.983584795591848
ENSG00000116273.6,6624.50417913264,0.0184454816866021,0.087591286686701,0.210585805784295,0.833210489284725,0.979735331425487
ENSG00000041988.16,2047.68757838402,-0.168355628501017,0.106830953875393,-1.57590681720755,0.115047279665843,0.504370957894641
ENSG00000007923.17,9407.28846328581,0.0356182410205393,0.0698839976147584,0.509676638947989,0.610278021972809,0.934661426285619
ENSG00000237436.1,19.6871172803475,0.488940847134115,0.537206363923458,0.910154607185145,0.362740979387518,0.816179731644469
ENSG00000171735.21,6994.93500013138,-0.11636486787757,0.0742056249826721,-1.56814079666795,0.116848277378012,0.507773961268283
ENSG00000237402.1,5.98740103804231,0.343658970645716,0.906722101763298,0.379012455941466,0.704678614213245,NA
ENSG00000270171.1,4.95423084385212,2.33200263123707,1.05895832636357,2.20216657556779,0.0276535441360936,NA
ENSG00000270035.1,9.8570391510051,0.498757221176053,0.705470430530139,0.706985296040336,0.479575615463399,NA
ENSG00000269978.1,11.1767476200888,0.0921634390589171,0.627209322543157,0.146942074593567,0.883177741630441,NA
ENSG00000049245.13,22459.2748050281,-0.0657559536258314,0.0822104142691414,-0.799849437694825,0.423798035676237,0.856530674738276
ENSG00000269925.1,45.9954628048674,-0.145314535414554,0.317489934916643,-0.457698085618702,0.647169363571723,0.943038936783793
ENSG00000049246.15,343.735817963833,0.394937984368048,0.140907487461424,2.80281758963425,0.00506583121904665,0.0679559223205173
ENSG00000236266.1,1.91090853508884,-0.0329732137801436,1.72778626954213,-0.0190840813828678,0.98477403033496,NA
ENSG00000049247.14,2.30495283226322,1.35499528389598,1.62059182303153,0.836111391307204,0.40309224054406,NA
ENSG00000049249.10,5265.8721591693,-0.00324921479757674,0.112747363894508,-0.0288185433817935,0.97700931154169,0.996759224817711
ENSG00000116288.13,32391.5655008705,-0.0545884697180448,0.0812843032690372,-0.671574554036174,0.501854582170324,0.895378259393047
ENSG00000200344.1,3.46278390838379,-0.381782519151869,1.1299255262196,-0.337882904928434,0.735451430622343,NA
ENSG00000284747.1,18.9336605869903,-0.124526911784065,0.567658849407496,-0.219369277716788,0.826362400008269,0.978901647493333
ENSG00000284716.1,1.81315129546457,1.4648571244912,1.82941811466374,0.800722980028244,0.423292035903371,NA
ENSG00000116285.13,27970.2064434376,-0.309046613492022,0.137301866815716,-2.25085514610531,0.0243947134273368,0.204984459914872
ENSG00000238290.1,5.33508936628066,0.230951787969245,1.20615714706023,0.191477361413597,0.848151615368703,NA
ENSG00000162426.16,139.006593029662,0.444791310494135,0.302968985115432,1.46810839507109,0.142074781569995,0.563538923845525
ENSG00000142599.20,15618.4346165638,0.0524318671331394,0.0770741685675495,0.68027807639841,0.496328403524375,0.89183478173168
ENSG00000232912.6,1.57413890271661,-0.665952780936633,1.9389035775455,-0.343468746279625,0.731245849191928,NA
ENSG00000074800.16,379443.279418265,0.0207288749095114,0.120709853283368,0.171724795827976,0.863653891136273,0.983584795591848
ENSG00000230679.1,5.15760675095488,-0.250126742200472,0.952722139768534,-0.262539025556014,0.792905902150865,NA
ENSG00000197241.4,6.41017497052524,-0.0467761452420993,0.883697784595309,-0.0529322875506817,0.95778585870246,NA
ENSG00000142583.18,20.7056979980278,0.521592076344289,0.506719048543361,1.02935162560729,0.303314471997535,0.770321211688285
ENSG00000180758.12,898.209924735734,0.0447026459554687,0.105829332640575,0.422403173487741,0.672730761927075,0.950094942114436
ENSG00000228526.8,499.438614195132,-0.525429790353612,0.188939642679331,-2.78093989647991,0.00542017710191796,0.0712116828712214
ENSG00000234546.5,226.499728536391,-0.561825131688087,0.175954826430145,-3.19300779118518,0.00140799147552448,0.0268330683123993
ENSG00000049239.13,11615.0041556997,-0.0506340863593897,0.0915096558854154,-0.553319601843893,0.580044580918133,0.926036218101897
ENSG00000171621.14,1940.32421438686,0.0234841395042464,0.107167048980349,0.219135823256201,0.826544245946112,0.978901647493333
ENSG00000284652.1,6.21404731600919,-0.269238072272051,0.90483190018147,-0.297555902060984,0.766042135758683,NA
ENSG00000284693.2,25.1844501807544,0.372839945425108,0.572735863746571,0.650980616066476,0.515058999772774,0.899566103376081
ENSG00000171612.7,5167.1992054704,-0.064617156400245,0.0761049297646339,-0.849053492330699,0.395851527561061,0.841558878316005
ENSG00000231181.1,16.8430663917423,-0.24516533857379,0.574093546584383,-0.427047717279565,0.669344572551155,0.949521522485798
ENSG00000188807.13,4623.52696336029,-0.00664695344269532,0.149931770560229,-0.0443331884753885,0.964638817094618,0.995167918052284
ENSG00000171608.18,2361.56862013319,0.0721979406838547,0.113755072084807,0.634678870670747,0.525637876932987,0.904110092692467
ENSG00000231789.4,261.071512206677,0.311274983011103,0.269049881201283,1.1569415367191,0.247296246929547,0.713953394431663
ENSG00000171603.18,39592.0751037771,-0.0702369543464638,0.0700456404531436,-1.00273127481,0.315990535839631,0.781108016013655
ENSG00000178585.15,18645.8945270591,-0.436650265990409,0.0863801922993395,-5.05498140681667,4.30432700673841e-07,3.5128372289111e-05
ENSG00000285701.1,2.81230956083538,-0.454784121228012,1.37478756914482,-0.330803195660917,0.740793146878908,NA
ENSG00000162441.12,11288.9838923493,-0.146966250747841,0.103042080997959,-1.42627409427757,0.153789239330529,0.585678540706736
ENSG00000228150.1,49.6814118854355,-0.243644079074134,0.354479676061534,-0.68732876812898,0.491875574124986,0.88959273556669
ENSG00000173614.14,2633.03512296696,-0.0764302696622739,0.0849850739962503,-0.89933756680198,0.36847288318132,0.820600674265706
ENSG00000202415.1,4.82258390304739,-0.0697044011174078,1.03792457710887,-0.0671574820123914,0.946456333108184,NA
ENSG00000162444.12,69.2143668432958,0.284950497954142,0.266675986784957,1.06852702183463,0.285282847973505,0.755058037539949
ENSG00000130939.20,21473.4032623434,0.0311536025988685,0.0785249010660469,0.396735330779537,0.691562643590064,0.954194137489414
ENSG00000054523.20,23710.9867329171,0.112016014910574,0.0894082897406712,1.25285938513617,0.210256885064136,0.669777442992458
ENSG00000284735.1,30.1692050150184,0.338164151461836,0.4221098683957,0.801128276737728,0.423057387760279,0.856515189129664
ENSG00000284642.1,53.4532557935601,0.268416585123069,0.336295026322529,0.798158057995303,0.424778773308794,0.857011250734785
ENSG00000142657.21,67219.270572901,0.0486593082695538,0.0965249809647837,0.504111037196751,0.614183351310062,0.935136121746419
ENSG00000251503.8,3.27939997815223,-1.52204889075394,1.45640616110283,-1.04507171928015,0.295989823647379,NA
ENSG00000175279.22,208.878305271566,0.0257008569013348,0.194257200711446,0.132303239247802,0.894744445351086,0.988339782510319
ENSG00000241563.4,7.76044244609903,-0.636232331914614,0.857881232654996,-0.741632183683029,0.458310218545875,NA
ENSG00000160049.12,16209.3826801329,0.0821112311194748,0.0713294228735842,1.15115513082167,0.249668420581847,0.716535519301019
ENSG00000142655.13,4061.45212281074,-0.0779332356599987,0.107907257103385,-0.722224229880398,0.470156628717623,0.880054122024568
ENSG00000287727.1,6.80502115274733,1.29959574146415,0.913458853533518,1.42271951980863,0.154817479707378,NA
ENSG00000130940.15,2822.45204436262,0.0595808986107482,0.0942074413167186,0.6324436560212,0.527097014931025,0.905291406926597
ENSG00000272078.1,66.9449924029023,-0.0258037554439753,0.34005215011115,-0.075881759417022,0.939513168889948,0.995020589790079
